date	Count	Index	True	Pred	Family	Score
2013-01	0	4044	0	0.5015	benign	0.4985
2013-01	1	668	0	0.4926	benign	0.4926
2013-01	2	3941	0	0.5077	benign	0.4923
2013-01	3	1786	0	0.4917	benign	0.4917
2013-01	4	283	1	0.4872	gappusin	0.4872
2013-01	5	91	1	0.4865	adware	0.4865
2013-01	6	244	1	0.4865	adware	0.4865
2013-01	7	468	1	0.4865	adware	0.4865
2013-01	8	3093	0	0.5138	benign	0.4862
2013-01	9	417	1	0.4837	plankton	0.4837
2013-01	10	281	1	0.4822	smsagent	0.4822
2013-01	11	170	1	0.4822	gappusin	0.4822
2013-01	12	286	1	0.4802	smsagent	0.4802
2013-01	13	380	1	0.5243	fakeplayer	0.4757
2013-01	14	2054	0	0.5248	benign	0.4752
2013-01	15	3670	0	0.5279	benign	0.4721
2013-01	16	98	1	0.4663	jsmshider	0.4663
2013-01	17	3672	0	0.5367	benign	0.4633
2013-01	18	1018	0	0.4599	benign	0.4599
2013-01	19	3784	0	0.4585	benign	0.4585
2013-01	20	358	1	0.4464	airpush	0.4464
2013-01	21	2925	0	0.4422	benign	0.4422
2013-01	22	15	1	0.4408	exploit	0.4408
2013-01	23	447	1	0.4408	exploit	0.4408
2013-01	24	481	1	0.4408	exploit	0.4408
2013-01	25	4413	0	0.4390	benign	0.4390
2013-01	26	49	1	0.5612	kuguo	0.4388
2013-01	27	405	1	0.4368	kuguo	0.4368
2013-01	28	446	1	0.4310	airpush	0.4310
2013-01	29	914	0	0.5733	benign	0.4267
2013-01	30	2505	0	0.5760	benign	0.4240
2013-01	31	4286	0	0.5762	benign	0.4238
2013-01	32	4546	0	0.5762	benign	0.4238
2013-01	33	3115	0	0.5777	benign	0.4223
2013-01	34	200	1	0.5818	stoqx	0.4182
2013-01	35	372	1	0.5820	fjcon	0.4180
2013-01	36	13	1	0.4125	fakeinst	0.4125
2013-01	37	316	1	0.4125	fakeinst	0.4125
2013-01	38	295	1	0.4098	smssend	0.4098
2013-01	39	423	1	0.5914	exploit	0.4086
2013-01	40	285	1	0.4021	fujacks	0.4021
2013-01	41	21	1	0.4011	opfake	0.4011
2013-01	42	39	1	0.4002	exploit	0.4002
2013-01	43	1158	0	0.3974	benign	0.3974
2013-01	44	55	1	0.3905	gappusin	0.3905
2013-01	45	155	1	0.3823	adware	0.3823
2013-01	46	3779	0	0.3800	benign	0.3800
2013-01	47	4141	0	0.6215	benign	0.3785
2013-01	48	506	0	0.3776	benign	0.3776
2013-01	49	16	1	0.6272	jsmshider	0.3728
2013-01	50	209	1	0.6272	jsmshider	0.3728
2013-01	51	1196	0	0.3719	benign	0.3719
2013-01	52	467	1	0.3690	adware	0.3690
2013-01	53	1072	0	0.6335	benign	0.3665
2013-01	54	2594	0	0.6335	benign	0.3665
2013-01	55	4814	0	0.3624	benign	0.3624
2013-01	56	1855	0	0.3619	benign	0.3619
2013-01	57	2508	0	0.3619	benign	0.3619
2013-01	58	3726	0	0.3619	benign	0.3619
2013-01	59	2339	0	0.3619	benign	0.3619
2013-01	60	180	1	0.6459	airpush	0.3541
2013-01	61	17	1	0.3513	airpush	0.3513
2013-01	62	3271	0	0.3473	benign	0.3473
2013-01	63	284	1	0.3454	adware	0.3454
2013-01	64	14	1	0.6559	plankton	0.3441
2013-01	65	3637	0	0.3366	benign	0.3366
2013-01	66	240	1	0.6683	smssend	0.3317
2013-01	67	795	0	0.3291	benign	0.3291
2013-01	68	1121	0	0.3291	benign	0.3291
2013-01	69	2133	0	0.3291	benign	0.3291
2013-01	70	3282	0	0.3291	benign	0.3291
2013-01	71	1670	0	0.3242	benign	0.3242
2013-01	72	4037	0	0.3185	benign	0.3185
2013-01	73	376	1	0.6827	kuguo	0.3173
2013-01	74	2261	0	0.3151	benign	0.3151
2013-01	75	2784	0	0.3110	benign	0.3110
2013-01	76	4480	0	0.3100	benign	0.3100
2013-01	77	1186	0	0.3085	benign	0.3085
2013-01	78	2495	0	0.3018	benign	0.3018
2013-01	79	3788	0	0.3010	benign	0.3010
2013-01	80	1063	0	0.7001	benign	0.2999
2013-01	81	2736	0	0.2996	benign	0.2996
2013-01	82	2349	0	0.2984	benign	0.2984
2013-01	83	4313	0	0.2978	benign	0.2978
2013-01	84	1655	0	0.2978	benign	0.2978
2013-01	85	298	1	0.7047	opfake	0.2953
2013-01	86	4244	0	0.2948	benign	0.2948
2013-01	87	76	1	0.7077	gedma	0.2923
2013-01	88	26	1	0.7102	kuguo	0.2898
2013-01	89	1802	0	0.2897	benign	0.2897
2013-01	90	869	0	0.2885	benign	0.2885
2013-01	91	1033	0	0.2879	benign	0.2879
2013-01	92	1288	0	0.2879	benign	0.2879
2013-01	93	2504	0	0.2848	benign	0.2848
2013-01	94	169	1	0.7159	airpush	0.2841
2013-01	95	3990	0	0.2839	benign	0.2839
2013-01	96	488	1	0.7163	wooboo	0.2837
2013-01	97	882	0	0.2823	benign	0.2823
2013-01	98	397	1	0.7194	airpush	0.2806
2013-01	99	161	1	0.7216	tascudap	0.2784
2013-02	0	213	1	0.4534	domob	0.4939
2013-02	1	277	1	1.0099	mmarketpay	0.4928
2013-02	2	49	1	0.9007	adware	0.4865
2013-02	3	148	1	0.9007	adware	0.4865
2013-02	4	158	1	0.9007	adware	0.4865
2013-02	5	250	1	0.9007	adware	0.4865
2013-02	6	262	1	0.9007	adware	0.4865
2013-02	7	270	1	0.9007	adware	0.4865
2013-02	8	286	1	0.9007	adware	0.4865
2013-02	9	308	1	0.9007	adware	0.4865
2013-02	10	69	1	0.7225	zitmo	0.4864
2013-02	11	178	1	0.7225	zitmo	0.4864
2013-02	12	195	1	0.7225	zitmo	0.4864
2013-02	13	273	1	0.7225	zitmo	0.4864
2013-02	14	1	1	0.5256	smsagent	0.4822
2013-02	15	224	1	0.5256	smsagent	0.4822
2013-02	16	60	1	0.5196	smssend	0.4757
2013-02	17	2962	0	0.3284	benign	0.4755
2013-02	18	103	1	0.3274	ganlet	0.4635
2013-02	19	446	0	0.3963	benign	0.4628
2013-02	20	2173	0	0.3551	benign	0.4614
2013-02	21	189	1	0.5191	plankton	0.4610
2013-02	22	97	1	0.3836	smsreg	0.4524
2013-02	23	186	1	0.5054	gappusin	0.4507
2013-02	24	145	1	0.5757	airpush	0.4501
2013-02	25	697	0	0.5506	benign	0.4435
2013-02	26	93	1	0.3969	airpush	0.4417
2013-02	27	35	1	0.5806	exploit	0.4408
2013-02	28	4	1	0.5019	utchi	0.4378
2013-02	29	9	1	0.5019	utchi	0.4378
2013-02	30	165	1	0.6248	adware	0.4336
2013-02	31	111	1	0.7674	smsreg	0.4299
2013-02	32	233	1	0.7674	smsreg	0.4299
2013-02	33	1309	0	0.7912	benign	0.4241
2013-02	34	2373	0	0.7674	benign	0.4196
2013-02	35	0	1	0.8607	fakeinst	0.4125
2013-02	36	24	1	0.8607	fakeinst	0.4125
2013-02	37	27	1	0.8607	fakeinst	0.4125
2013-02	38	47	1	0.8607	fakeinst	0.4125
2013-02	39	65	1	0.8607	fakeinst	0.4125
2013-02	40	82	1	0.8607	fakeinst	0.4125
2013-02	41	101	1	0.8607	fakeinst	0.4125
